ANO;MES;CATEGORIA AREA;CATEGORIA DEMANDA;TARIFA;CATEGORIA TARIFA;DEMANDA [MWh]
2013;1/11/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71786,30
2013;1/11/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;13057,90
2013;1/11/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;10190,60
2013;1/11/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;3299,80
2013;1/11/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;241783,10
2013;1/11/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;138568,10
2013;1/11/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;16833,80
2013;1/12/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;26418,90
2013;1/12/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;130477,80
2013;1/12/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;33507,10
2013;1/12/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;85364,50
2013;1/12/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;20791,00
2013;1/12/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;16932,00
2013;1/12/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;6913,80
2013;1/12/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;343688,10
2013;1/12/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;156955,60
2013;1/12/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;16636,70
2014;1/1/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;25940,00
2014;1/1/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;140017,40
2014;1/1/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;36557,60
2014;1/1/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;80152,20
2014;1/1/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;42246,90
2014;1/1/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;34353,60
2014;1/1/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;9065,40
2014;1/1/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;300382,30
2014;1/1/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;165794,20
2014;1/1/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;16870,30
2014;1/2/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;23589,60
2014;1/2/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;127474,10
2014;1/2/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;32640,30
2014;1/2/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;67730,70
2014;1/2/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;30017,00
2014;1/2/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;24199,80
2014;1/2/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;7381,80
2014;1/2/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;223859,10
2014;1/2/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;124765,80
2014;1/2/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8934,30
2014;1/3/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;28916,10
2014;1/3/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;130440,20
2014;1/3/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;26768,30
2014;1/3/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71200,90
2014;1/3/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;16899,90
2014;1/3/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;12415,50
2014;1/3/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;3736,40
2014;1/3/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;225182,00
2014;1/3/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;129015,80
2014;1/3/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;9319,70
2014;1/4/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;32718,70
2014;1/4/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;135380,00
2014;1/4/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;24009,50
2014;1/4/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;69027,60
2014;1/4/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;11864,40
2014;1/4/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;9173,60
2014;1/4/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4837,90
2014;1/4/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;228349,90
2014;1/4/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;128105,40
2014;1/4/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8731,80
2014;1/5/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;32070,50
2014;1/5/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;142421,30
2014;1/5/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;24541,00
2014;1/5/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;70550,40
2014;1/5/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;14254,80
2014;1/5/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;9985,00
2014;1/5/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;3044,60
2014;1/5/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;280336,00
2014;1/5/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;131694,90
2014;1/5/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8539,10
2014;1/6/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;35303,10
2014;1/6/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;142479,90
2014;1/6/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;24313,50
2014;1/6/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;74559,60
2014;1/6/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;19760,80
2014;1/6/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;15794,30
2014;1/6/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;7264,40
2014;1/6/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;304421,40
2014;1/6/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;134277,60
2014;1/6/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8378,90
2014;1/7/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;34386,90
2014;1/7/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;143956,60
2014;1/7/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;25204,40
2014;1/7/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;73337,80
2014;1/7/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;25183,30
2014;1/7/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;21298,10
2014;1/7/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5719,40
2014;1/7/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;318001,10
2014;1/7/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;141979,10
2014;1/7/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8624,40
2014;1/8/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;34849,00
2014;1/8/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;141434,50
2014;1/8/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;25392,20
2014;1/8/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;74173,10
2014;1/8/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;22842,80
2014;1/8/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;19326,70
2014;1/8/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;6642,90
2014;1/8/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;254663,50
2014;1/8/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;145807,30
2014;1/8/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8920,40
2014;1/9/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;30405,60
2014;1/9/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;142514,20
2014;1/9/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;22818,20
2014;1/9/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;63419,30
2014;1/9/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;16531,00
2014;1/9/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;12238,90
2014;1/9/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;3514,20
2014;1/9/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;240537,80
2014;1/9/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;133531,20
2014;1/9/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8827,60
2014;1/10/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;31030,40
2014;1/10/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;155860,50
2014;1/10/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;25377,10
2014;1/10/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;76537,90
2014;1/10/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;13093,20
2014;1/10/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;10220,10
2014;1/10/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4911,90
2014;1/10/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;272687,30
2014;1/10/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;150321,70
2014;1/10/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;9917,00
2014;1/11/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;25795,00
2014;1/11/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;143947,30
2014;1/11/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;26696,40
2014;1/11/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71100,40
2014;1/11/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;14402,40
2014;1/11/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;10828,20
2014;1/11/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;3765,60
2014;1/11/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;261915,00
2014;1/11/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;143141,80
2014;1/11/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;9770,60
2014;1/12/2014;Cordoba;Distribuidor;Alumbrado Publico;Residencial;27800,50
2014;1/12/2014;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;138899,30
2014;1/12/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;31434,60
2014;1/12/2014;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;78701,60
2014;1/12/2014;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;17928,70
2014;1/12/2014;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;14015,00
2014;1/12/2014;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5981,90
2014;1/12/2014;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;285153,70
2014;1/12/2014;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;154313,60
2014;1/12/2014;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;10102,70
2015;1/1/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;25662,10
2015;1/1/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;137536,00
2015;1/1/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;32811,70
2015;1/1/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;80036,60
2015;1/1/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;28454,90
2015;1/1/2015;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;21393,10
2015;1/1/2015;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;6729,70
2015;1/1/2015;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;328253,30
2015;1/1/2015;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;151588,30
2015;1/1/2015;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;10402,20
2015;1/2/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;27387,00
2015;1/2/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;136864,30
2015;1/2/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;33804,70
2015;1/2/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;76161,80
2015;1/2/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;24552,40
2015;1/2/2015;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;20894,90
2015;1/2/2015;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;7134,90
2015;1/2/2015;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;223128,80
2015;1/2/2015;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;140112,10
2015;1/2/2015;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;9129,80
2015;1/3/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;28709,80
2015;1/3/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;150181,20
2015;1/3/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;30979,10
2015;1/3/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;75148,50
2015;1/3/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;23306,60
2015;1/3/2015;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;16587,80
2015;1/3/2015;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5036,30
2015;1/3/2015;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;295883,80
2015;1/3/2015;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;145739,70
2015;1/3/2015;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;10361,50
2015;1/4/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;33940,90
2015;1/4/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;145711,60
2015;1/4/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;29268,10
2015;1/4/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;75578,80
2015;1/4/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;15330,30
2015;1/4/2015;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;12899,80
2015;1/4/2015;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5544,90
2015;1/4/2015;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;220241,70
2015;1/4/2015;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;139563,80
2015;1/4/2015;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;9347,80
2015;1/5/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;32904,90
2015;1/5/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;144768,00
2015;1/5/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;26598,50
2015;1/5/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;73980,20
2015;1/5/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;15152,50
2015;1/5/2015;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;10875,70
2015;1/5/2015;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;3613,10
2015;1/5/2015;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;265541,90
2015;1/5/2015;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;134445,40
2015;1/5/2015;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8432,10
2015;1/6/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;37553,10
2015;1/6/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;148008,00
2015;1/6/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;26691,50
2015;1/6/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;75602,60
2015;1/6/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;20025,90
2015;1/6/2015;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;15140,70
2015;1/6/2015;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;6187,10
2015;1/6/2015;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;300422,20
2015;1/6/2015;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;143718,80
2015;1/6/2015;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;7958,90
2015;1/7/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;36044,00
2015;1/7/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;146541,30
2015;1/7/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;26933,90
2015;1/7/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;76721,90
2015;1/7/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;28845,40
2015;1/7/2015;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;24532,50
2015;1/7/2015;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;6212,10
2015;1/7/2015;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;338664,20
2015;1/7/2015;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;146367,40
2015;1/7/2015;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8627,90
2015;1/8/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;36545,10
2015;1/8/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;144037,40
2015;1/8/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;26383,70
2015;1/8/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;76538,30
2015;1/8/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;27207,20
2015;1/8/2015;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;23032,00
2015;1/8/2015;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;7787,20
2015;1/8/2015;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;275459,00
2015;1/8/2015;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;142546,20
2015;1/8/2015;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;8560,30
2015;1/9/2015;Cordoba;Distribuidor;Alumbrado Publico;Residencial;32263,10
2015;1/9/2015;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;144907,90
2015;1/9/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;23982,60
2015;1/9/2015;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;70083,70
2015;1/9/2015;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;19054,90
